time,open,high,low,close
2026-01-08 23:00,1.07676,1.07721,1.07621,1.07665
2026-01-09 00:00,1.07665,1.07783,1.07635,1.07753
2026-01-09 01:00,1.07753,1.07885,1.07695,1.07827
2026-01-09 02:00,1.07827,1.08225,1.07756,1.08154
2026-01-09 03:00,1.08154,1.08412,1.08018,1.08277
2026-01-09 04:00,1.08277,1.08486,1.08225,1.08434
2026-01-09 05:00,1.08434,1.08547,1.08375,1.08488
2026-01-09 06:00,1.08488,1.08568,1.08428,1.08509
2026-01-09 07:00,1.08509,1.08613,1.08488,1.08592
2026-01-09 08:00,1.08592,1.08668,1.08588,1.08664
2026-01-09 09:00,1.08664,1.08751,1.08599,1.08686
2026-01-09 10:00,1.08686,1.08756,1.08417,1.08487
2026-01-09 11:00,1.08487,1.08605,1.08485,1.08603
2026-01-09 12:00,1.08603,1.08637,1.08559,1.08594
2026-01-09 13:00,1.08594,1.08745,1.08375,1.08526
2026-01-09 14:00,1.08526,1.08562,1.08393,1.08428
2026-01-09 15:00,1.08428,1.08450,1.08408,1.08429
2026-01-09 16:00,1.08429,1.08465,1.08303,1.08338
2026-01-09 17:00,1.08338,1.08399,1.08310,1.08371
2026-01-09 18:00,1.08371,1.08414,1.08365,1.08408
2026-01-09 19:00,1.08408,1.08531,1.08334,1.08457
2026-01-09 20:00,1.08457,1.08496,1.08389,1.08428
2026-01-09 21:00,1.08428,1.08653,1.08342,1.08567
2026-01-09 22:00,1.08567,1.08652,1.08486,1.08571
2026-01-09 23:00,1.08571,1.08614,1.08461,1.08503
2026-01-10 00:00,1.08503,1.08540,1.08373,1.08410
2026-01-10 01:00,1.08410,1.08483,1.08394,1.08467
2026-01-10 02:00,1.08467,1.08510,1.08411,1.08454
2026-01-10 03:00,1.08454,1.08508,1.08294,1.08348
2026-01-10 04:00,1.08348,1.08398,1.08276,1.08325
2026-01-10 05:00,1.08325,1.08350,1.08302,1.08327
2026-01-10 06:00,1.08327,1.08383,1.07959,1.08015
2026-01-10 07:00,1.08015,1.08052,1.08015,1.08051
2026-01-10 08:00,1.08051,1.08115,1.08006,1.08069
2026-01-10 09:00,1.08069,1.08290,1.08018,1.08239
2026-01-10 10:00,1.08239,1.08343,1.08200,1.08303
2026-01-10 11:00,1.08303,1.08493,1.08208,1.08398
2026-01-10 12:00,1.08398,1.08477,1.08284,1.08363
2026-01-10 13:00,1.08363,1.08502,1.08356,1.08495
2026-01-10 14:00,1.08495,1.08667,1.08490,1.08662
2026-01-10 15:00,1.08662,1.08746,1.08538,1.08622
2026-01-10 16:00,1.08622,1.08680,1.08610,1.08668
2026-01-10 17:00,1.08668,1.08720,1.08649,1.08702
2026-01-10 18:00,1.08702,1.08717,1.08619,1.08635
2026-01-10 19:00,1.08635,1.08693,1.08464,1.08523
2026-01-10 20:00,1.08523,1.08642,1.08441,1.08561
2026-01-10 21:00,1.08561,1.08630,1.08483,1.08553
2026-01-10 22:00,1.08553,1.08763,1.08488,1.08698
2026-01-10 23:00,1.08698,1.08813,1.08663,1.08778
2026-01-11 00:00,1.08778,1.08783,1.08773,1.08778
2026-01-11 01:00,1.08778,1.08881,1.08693,1.08796
2026-01-11 02:00,1.08796,1.08894,1.08688,1.08786
2026-01-11 03:00,1.08786,1.08806,1.08677,1.08697
2026-01-11 04:00,1.08697,1.08735,1.08696,1.08734
2026-01-11 05:00,1.08734,1.08966,1.08647,1.08879
2026-01-11 06:00,1.08879,1.08911,1.08685,1.08717
2026-01-11 07:00,1.08717,1.08733,1.08657,1.08674
2026-01-11 08:00,1.08674,1.08765,1.08637,1.08728
2026-01-11 09:00,1.08728,1.08922,1.08665,1.08859
2026-01-11 10:00,1.08859,1.09082,1.08760,1.08983
2026-01-11 11:00,1.08983,1.09045,1.08939,1.09001
2026-01-11 12:00,1.09001,1.09190,1.08939,1.09128
2026-01-11 13:00,1.09128,1.09238,1.09087,1.09197
2026-01-11 14:00,1.09197,1.09221,1.09137,1.09161
2026-01-11 15:00,1.09161,1.09376,1.09109,1.09325
2026-01-11 16:00,1.09325,1.09504,1.09308,1.09488
2026-01-11 17:00,1.09488,1.09513,1.09479,1.09504
2026-01-11 18:00,1.09504,1.09558,1.09445,1.09498
2026-01-11 19:00,1.09498,1.09692,1.09453,1.09646
2026-01-11 20:00,1.09646,1.09838,1.09564,1.09755
2026-01-11 21:00,1.09755,1.09860,1.09635,1.09740
2026-01-11 22:00,1.09740,1.09959,1.09663,1.09883
2026-01-11 23:00,1.09883,1.09957,1.09850,1.09924
2026-01-12 00:00,1.09924,1.10027,1.09863,1.09966
2026-01-12 01:00,1.09966,1.10067,1.09812,1.09913
2026-01-12 02:00,1.09913,1.09930,1.09900,1.09917
2026-01-12 03:00,1.09917,1.09996,1.09866,1.09946
2026-01-12 04:00,1.09946,1.10219,1.09828,1.10101
2026-01-12 05:00,1.10101,1.10186,1.09995,1.10079
2026-01-12 06:00,1.10079,1.10179,1.09776,1.09875
2026-01-12 07:00,1.09875,1.09907,1.09637,1.09669
2026-01-12 08:00,1.09669,1.09954,1.09563,1.09849
2026-01-12 09:00,1.09849,1.10089,1.09710,1.09950
2026-01-12 10:00,1.09950,1.09979,1.09918,1.09947
2026-01-12 11:00,1.09947,1.09986,1.09776,1.09815
2026-01-12 12:00,1.09815,1.09890,1.09693,1.09768
2026-01-12 13:00,1.09768,1.09772,1.09676,1.09681
2026-01-12 14:00,1.09681,1.09702,1.09599,1.09621
2026-01-12 15:00,1.09621,1.09624,1.09617,1.09620
2026-01-12 16:00,1.09620,1.09755,1.09587,1.09721
2026-01-12 17:00,1.09721,1.09818,1.09597,1.09694
2026-01-12 18:00,1.09694,1.09744,1.09604,1.09654
2026-01-12 19:00,1.09654,1.09814,1.09617,1.09776
2026-01-12 20:00,1.09776,1.09821,1.09694,1.09739
2026-01-12 21:00,1.09739,1.09901,1.09661,1.09823
2026-01-12 22:00,1.09823,1.09872,1.09751,1.09800
2026-01-12 23:00,1.09800,1.09833,1.09692,1.09725
2026-01-13 00:00,1.09725,1.09755,1.09683,1.09713
2026-01-13 01:00,1.09713,1.09781,1.09458,1.09526
2026-01-13 02:00,1.09526,1.09642,1.09325,1.09442
2026-01-13 03:00,1.09442,1.09475,1.09352,1.09386
2026-01-13 04:00,1.09386,1.09386,1.09384,1.09384
2026-01-13 05:00,1.09384,1.09446,1.09302,1.09364
2026-01-13 06:00,1.09364,1.09406,1.09208,1.09250
2026-01-13 07:00,1.09250,1.09264,1.09142,1.09156
2026-01-13 08:00,1.09156,1.09246,1.09090,1.09180
2026-01-13 09:00,1.09180,1.09374,1.09118,1.09312
2026-01-13 10:00,1.09312,1.09353,1.09290,1.09331
2026-01-13 11:00,1.09331,1.09339,1.09197,1.09205
2026-01-13 12:00,1.09205,1.09301,1.09026,1.09122
2026-01-13 13:00,1.09122,1.09214,1.09032,1.09124
2026-01-13 14:00,1.09124,1.09174,1.09084,1.09134
2026-01-13 15:00,1.09134,1.09209,1.09128,1.09202
2026-01-13 16:00,1.09202,1.09220,1.09012,1.09030
2026-01-13 17:00,1.09030,1.09142,1.09003,1.09115
2026-01-13 18:00,1.09115,1.09144,1.09047,1.09075
2026-01-13 19:00,1.09075,1.09142,1.08976,1.09042
2026-01-13 20:00,1.09042,1.09136,1.08954,1.09048
2026-01-13 21:00,1.09048,1.09202,1.09044,1.09199
2026-01-13 22:00,1.09199,1.09234,1.09171,1.09205
2026-01-13 23:00,1.09205,1.09222,1.09140,1.09157
2026-01-14 00:00,1.09157,1.09282,1.09138,1.09263
2026-01-14 01:00,1.09263,1.09343,1.09249,1.09329
2026-01-14 02:00,1.09329,1.09441,1.09275,1.09387
2026-01-14 03:00,1.09387,1.09515,1.09303,1.09431
2026-01-14 04:00,1.09431,1.09559,1.09425,1.09553
2026-01-14 05:00,1.09553,1.09773,1.09514,1.09734
2026-01-14 06:00,1.09734,1.09796,1.09564,1.09626
2026-01-14 07:00,1.09626,1.09630,1.09455,1.09458
2026-01-14 08:00,1.09458,1.09496,1.09238,1.09276
2026-01-14 09:00,1.09276,1.09344,1.09205,1.09273
2026-01-14 10:00,1.09273,1.09318,1.09225,1.09270
2026-01-14 11:00,1.09270,1.09348,1.09094,1.09172
2026-01-14 12:00,1.09172,1.09183,1.09036,1.09047
2026-01-14 13:00,1.09047,1.09071,1.09019,1.09043
2026-01-14 14:00,1.09043,1.09090,1.08982,1.09028
2026-01-14 15:00,1.09028,1.09096,1.08914,1.08982
2026-01-14 16:00,1.08982,1.09058,1.08948,1.09025
2026-01-14 17:00,1.09025,1.09113,1.08889,1.08977
2026-01-14 18:00,1.08977,1.09087,1.08953,1.09063
2026-01-14 19:00,1.09063,1.09080,1.08958,1.08974
2026-01-14 20:00,1.08974,1.09061,1.08914,1.09001
2026-01-14 21:00,1.09001,1.09145,1.08956,1.09100
2026-01-14 22:00,1.09100,1.09212,1.08931,1.09042
2026-01-14 23:00,1.09042,1.09110,1.08983,1.09052
2026-01-15 00:00,1.09052,1.09139,1.09050,1.09137
2026-01-15 01:00,1.09137,1.09259,1.09019,1.09141
2026-01-15 02:00,1.09141,1.09250,1.09123,1.09232
2026-01-15 03:00,1.09232,1.09308,1.09156,1.09232
2026-01-15 04:00,1.09232,1.09257,1.09157,1.09182
2026-01-15 05:00,1.09182,1.09265,1.09119,1.09202
2026-01-15 06:00,1.09202,1.09293,1.09192,1.09283
2026-01-15 07:00,1.09283,1.09338,1.09190,1.09245
2026-01-15 08:00,1.09245,1.09355,1.09187,1.09297
2026-01-15 09:00,1.09297,1.09446,1.09237,1.09386
2026-01-15 10:00,1.09386,1.09433,1.09243,1.09291
2026-01-15 11:00,1.09291,1.09429,1.09276,1.09414
2026-01-15 12:00,1.09414,1.09526,1.09364,1.09476
2026-01-15 13:00,1.09476,1.09574,1.09458,1.09556
2026-01-15 14:00,1.09556,1.09623,1.09504,1.09571
2026-01-15 15:00,1.09571,1.09632,1.09513,1.09574
2026-01-15 16:00,1.09574,1.09687,1.09459,1.09572
2026-01-15 17:00,1.09572,1.09597,1.09543,1.09568
2026-01-15 18:00,1.09568,1.09684,1.09559,1.09675
2026-01-15 19:00,1.09675,1.09755,1.09675,1.09755
2026-01-15 20:00,1.09755,1.09840,1.09574,1.09659
2026-01-15 21:00,1.09659,1.09741,1.09486,1.09568
2026-01-15 22:00,1.09568,1.09634,1.09555,1.09621
2026-01-15 23:00,1.09621,1.09673,1.09617,1.09669
2026-01-16 00:00,1.09669,1.09823,1.09605,1.09759
2026-01-16 01:00,1.09759,1.09775,1.09681,1.09697
2026-01-16 02:00,1.09697,1.09794,1.09548,1.09645
2026-01-16 03:00,1.09645,1.09774,1.09574,1.09702
2026-01-16 04:00,1.09702,1.09732,1.09668,1.09698
2026-01-16 05:00,1.09698,1.09933,1.09557,1.09792
2026-01-16 06:00,1.09792,1.09813,1.09784,1.09805
2026-01-16 07:00,1.09805,1.09888,1.09666,1.09749
2026-01-16 08:00,1.09749,1.09849,1.09734,1.09833
2026-01-16 09:00,1.09833,1.09856,1.09798,1.09821
2026-01-16 10:00,1.09821,1.09900,1.09693,1.09771
2026-01-16 11:00,1.09771,1.09954,1.09710,1.09892
2026-01-16 12:00,1.09892,1.10026,1.09826,1.09960
2026-01-16 13:00,1.09960,1.10262,1.09841,1.10143
2026-01-16 14:00,1.10143,1.10211,1.10089,1.10157
2026-01-16 15:00,1.10157,1.10182,1.10050,1.10075
2026-01-16 16:00,1.10075,1.10077,1.09987,1.09989
2026-01-16 17:00,1.09989,1.10173,1.09898,1.10083
2026-01-16 18:00,1.10083,1.10354,1.09989,1.10260
2026-01-16 19:00,1.10260,1.10345,1.10060,1.10145
2026-01-16 20:00,1.10145,1.10207,1.10053,1.10115
2026-01-16 21:00,1.10115,1.10270,1.09933,1.10088
2026-01-16 22:00,1.10088,1.10196,1.09955,1.10063
2026-01-16 23:00,1.10063,1.10080,1.09943,1.09959
2026-01-17 00:00,1.09959,1.09997,1.09783,1.09821
2026-01-17 01:00,1.09821,1.09938,1.09681,1.09797
2026-01-17 02:00,1.09797,1.09834,1.09775,1.09812
2026-01-17 03:00,1.09812,1.09888,1.09782,1.09858
2026-01-17 04:00,1.09858,1.09876,1.09715,1.09734
2026-01-17 05:00,1.09734,1.09744,1.09704,1.09714
2026-01-17 06:00,1.09714,1.09775,1.09683,1.09744
2026-01-17 07:00,1.09744,1.09882,1.09640,1.09778
2026-01-17 08:00,1.09778,1.09882,1.09570,1.09675
2026-01-17 09:00,1.09675,1.09721,1.09603,1.09649
2026-01-17 10:00,1.09649,1.09873,1.09640,1.09864
2026-01-17 11:00,1.09864,1.10032,1.09815,1.09983
2026-01-17 12:00,1.09983,1.09991,1.09821,1.09828
2026-01-17 13:00,1.09828,1.09909,1.09697,1.09777
2026-01-17 14:00,1.09777,1.09783,1.09608,1.09614
2026-01-17 15:00,1.09614,1.09687,1.09590,1.09663
2026-01-17 16:00,1.09663,1.09711,1.09584,1.09632
2026-01-17 17:00,1.09632,1.09665,1.09506,1.09539
2026-01-17 18:00,1.09539,1.09552,1.09430,1.09443
2026-01-17 19:00,1.09443,1.09496,1.09383,1.09437
2026-01-17 20:00,1.09437,1.09482,1.09366,1.09412
2026-01-17 21:00,1.09412,1.09443,1.09377,1.09408
2026-01-17 22:00,1.09408,1.09448,1.09380,1.09420
2026-01-17 23:00,1.09420,1.09443,1.09245,1.09268
2026-01-18 00:00,1.09268,1.09327,1.09229,1.09289
2026-01-18 01:00,1.09289,1.09298,1.09132,1.09141
2026-01-18 02:00,1.09141,1.09257,1.09130,1.09246
2026-01-18 03:00,1.09246,1.09273,1.09207,1.09234
2026-01-18 04:00,1.09234,1.09293,1.09193,1.09252
2026-01-18 05:00,1.09252,1.09264,1.09243,1.09255
2026-01-18 06:00,1.09255,1.09265,1.09170,1.09181
2026-01-18 07:00,1.09181,1.09302,1.09168,1.09290
2026-01-18 08:00,1.09290,1.09319,1.09241,1.09271
2026-01-18 09:00,1.09271,1.09389,1.09219,1.09338
2026-01-18 10:00,1.09338,1.09472,1.09282,1.09416
2026-01-18 11:00,1.09416,1.09428,1.09305,1.09317
2026-01-18 12:00,1.09317,1.09343,1.09299,1.09325
2026-01-18 13:00,1.09325,1.09441,1.09300,1.09417
2026-01-18 14:00,1.09417,1.09507,1.09362,1.09453
2026-01-18 15:00,1.09453,1.09600,1.09415,1.09562
2026-01-18 16:00,1.09562,1.09618,1.09551,1.09607
2026-01-18 17:00,1.09607,1.09626,1.09513,1.09532
2026-01-18 18:00,1.09532,1.09575,1.09531,1.09574
2026-01-18 19:00,1.09574,1.09663,1.09492,1.09581
2026-01-18 20:00,1.09581,1.09635,1.09540,1.09594
2026-01-18 21:00,1.09594,1.09603,1.09483,1.09492
2026-01-18 22:00,1.09492,1.09534,1.09280,1.09321
2026-01-18 23:00,1.09321,1.09398,1.09318,1.09394
2026-01-19 00:00,1.09394,1.09451,1.09244,1.09301
2026-01-19 01:00,1.09301,1.09447,1.09138,1.09284
2026-01-19 02:00,1.09284,1.09336,1.09244,1.09296
2026-01-19 03:00,1.09296,1.09326,1.09235,1.09264
2026-01-19 04:00,1.09264,1.09298,1.09243,1.09277
2026-01-19 05:00,1.09277,1.09373,1.09276,1.09372
2026-01-19 06:00,1.09372,1.09399,1.09278,1.09306
2026-01-19 07:00,1.09306,1.09412,1.09212,1.09318
2026-01-19 08:00,1.09318,1.09381,1.09223,1.09286
2026-01-19 09:00,1.09286,1.09412,1.09078,1.09204
2026-01-19 10:00,1.09204,1.09311,1.09122,1.09230
2026-01-19 11:00,1.09230,1.09348,1.08996,1.09115
2026-01-19 12:00,1.09115,1.09149,1.08976,1.09010
2026-01-19 13:00,1.09010,1.09115,1.08784,1.08889
2026-01-19 14:00,1.08889,1.08921,1.08868,1.08901
2026-01-19 15:00,1.08901,1.08980,1.08856,1.08936
2026-01-19 16:00,1.08936,1.09014,1.08853,1.08931
2026-01-19 17:00,1.08931,1.08961,1.08886,1.08916
2026-01-19 18:00,1.08916,1.09003,1.08774,1.08860
2026-01-19 19:00,1.08860,1.08981,1.08835,1.08956
2026-01-19 20:00,1.08956,1.08957,1.08914,1.08915
2026-01-19 21:00,1.08915,1.09020,1.08899,1.09004
2026-01-19 22:00,1.09004,1.09045,1.08929,1.08970
2026-01-19 23:00,1.08970,1.09243,1.08887,1.09160
2026-01-20 00:00,1.09160,1.09284,1.09092,1.09216
2026-01-20 01:00,1.09216,1.09622,1.09144,1.09550
2026-01-20 02:00,1.09550,1.09592,1.09471,1.09513
2026-01-20 03:00,1.09513,1.09681,1.09488,1.09656
2026-01-20 04:00,1.09656,1.09672,1.09507,1.09523
2026-01-20 05:00,1.09523,1.09588,1.09504,1.09569
2026-01-20 06:00,1.09569,1.09612,1.09412,1.09455
2026-01-20 07:00,1.09455,1.09457,1.09411,1.09412
2026-01-20 08:00,1.09412,1.09456,1.09318,1.09362
2026-01-20 09:00,1.09362,1.09466,1.09168,1.09272
2026-01-20 10:00,1.09272,1.09353,1.09121,1.09202
2026-01-20 11:00,1.09202,1.09342,1.09006,1.09147
2026-01-20 12:00,1.09147,1.09257,1.09077,1.09187
2026-01-20 13:00,1.09187,1.09202,1.09094,1.09108
2026-01-20 14:00,1.09108,1.09251,1.08856,1.08998
2026-01-20 15:00,1.08998,1.09039,1.08865,1.08906
2026-01-20 16:00,1.08906,1.09040,1.08899,1.09033
2026-01-20 17:00,1.09033,1.09050,1.08923,1.08940
2026-01-20 18:00,1.08940,1.09021,1.08887,1.08969
2026-01-20 19:00,1.08969,1.09054,1.08885,1.08970
2026-01-20 20:00,1.08970,1.09010,1.08929,1.08970
2026-01-20 21:00,1.08970,1.09012,1.08728,1.08770
2026-01-20 22:00,1.08770,1.08805,1.08602,1.08637
2026-01-20 23:00,1.08637,1.08920,1.08525,1.08808
2026-01-21 00:00,1.08808,1.08836,1.08725,1.08753
2026-01-21 01:00,1.08753,1.08875,1.08689,1.08811
2026-01-21 02:00,1.08811,1.08819,1.08761,1.08769
2026-01-21 03:00,1.08769,1.08971,1.08763,1.08964
2026-01-21 04:00,1.08964,1.08971,1.08910,1.08917
2026-01-21 05:00,1.08917,1.09027,1.08856,1.08965
2026-01-21 06:00,1.08965,1.09035,1.08869,1.08939
2026-01-21 07:00,1.08939,1.09052,1.08798,1.08910
2026-01-21 08:00,1.08910,1.08979,1.08905,1.08973
2026-01-21 09:00,1.08973,1.08992,1.08867,1.08885
2026-01-21 10:00,1.08885,1.09010,1.08852,1.08976
2026-01-21 11:00,1.08976,1.09185,1.08894,1.09103
2026-01-21 12:00,1.09103,1.09208,1.08969,1.09073
2026-01-21 13:00,1.09073,1.09144,1.08817,1.08889
2026-01-21 14:00,1.08889,1.08894,1.08713,1.08718
2026-01-21 15:00,1.08718,1.08768,1.08649,1.08699
2026-01-21 16:00,1.08699,1.08814,1.08296,1.08411
2026-01-21 17:00,1.08411,1.08413,1.08354,1.08356
2026-01-21 18:00,1.08356,1.08370,1.08259,1.08272
2026-01-21 19:00,1.08272,1.08296,1.08138,1.08162
2026-01-21 20:00,1.08162,1.08176,1.08067,1.08082
2026-01-21 21:00,1.08082,1.08216,1.07996,1.08130
2026-01-21 22:00,1.08130,1.08149,1.08048,1.08067
2026-01-21 23:00,1.08067,1.08086,1.08050,1.08068
2026-01-22 00:00,1.08068,1.08162,1.07966,1.08059
2026-01-22 01:00,1.08059,1.08144,1.08005,1.08089
2026-01-22 02:00,1.08089,1.08184,1.07904,1.07999
2026-01-22 03:00,1.07999,1.08108,1.07991,1.08100
2026-01-22 04:00,1.08100,1.08216,1.08084,1.08200
2026-01-22 05:00,1.08200,1.08265,1.07978,1.08043
2026-01-22 06:00,1.08043,1.08153,1.07997,1.08107
2026-01-22 07:00,1.08107,1.08118,1.07994,1.08005
2026-01-22 08:00,1.08005,1.08066,1.07925,1.07985
2026-01-22 09:00,1.07985,1.08014,1.07924,1.07952
2026-01-22 10:00,1.07952,1.07982,1.07685,1.07715
2026-01-22 11:00,1.07715,1.07794,1.07560,1.07639
2026-01-22 12:00,1.07639,1.07733,1.07436,1.07531
2026-01-22 13:00,1.07531,1.07729,1.07436,1.07634
2026-01-22 14:00,1.07634,1.07670,1.07537,1.07573
2026-01-22 15:00,1.07573,1.07673,1.07441,1.07540
2026-01-22 16:00,1.07540,1.07565,1.07528,1.07553
2026-01-22 17:00,1.07553,1.07700,1.07518,1.07665
2026-01-22 18:00,1.07665,1.08033,1.07566,1.07934
2026-01-22 19:00,1.07934,1.07998,1.07864,1.07928
2026-01-22 20:00,1.07928,1.08078,1.07879,1.08029
2026-01-22 21:00,1.08029,1.08139,1.07982,1.08093
2026-01-22 22:00,1.08093,1.08214,1.07900,1.08022
2026-01-22 23:00,1.08022,1.08202,1.07991,1.08172
2026-01-23 00:00,1.08172,1.08228,1.08089,1.08145
2026-01-23 01:00,1.08145,1.08267,1.08086,1.08208
2026-01-23 02:00,1.08208,1.08251,1.08016,1.08059
2026-01-23 03:00,1.08059,1.08094,1.08037,1.08072
2026-01-23 04:00,1.08072,1.08215,1.08012,1.08155
2026-01-23 05:00,1.08155,1.08295,1.08022,1.08162
2026-01-23 06:00,1.08162,1.08273,1.08110,1.08221
2026-01-23 07:00,1.08221,1.08267,1.08169,1.08215
2026-01-23 08:00,1.08215,1.08380,1.08209,1.08374
2026-01-23 09:00,1.08374,1.08533,1.08321,1.08480
2026-01-23 10:00,1.08480,1.08584,1.08426,1.08530
2026-01-23 11:00,1.08530,1.08595,1.08392,1.08458
2026-01-23 12:00,1.08458,1.08506,1.08345,1.08394
2026-01-23 13:00,1.08394,1.08509,1.08274,1.08390
2026-01-23 14:00,1.08390,1.08470,1.08334,1.08414
2026-01-23 15:00,1.08414,1.08418,1.08339,1.08344
2026-01-23 16:00,1.08344,1.08378,1.08200,1.08234
2026-01-23 17:00,1.08234,1.08308,1.08232,1.08306
